claim_id,claim_date,claim_amount,claim_type,policy_id,description
5430,2024-01-18 21:00,98,liability,1875,Electrical fire in bedroom
5431,2024-01-18 22:00,1782,fire,1931,Basement flooded after storm
5432,2024-01-18 23:00,30,liability,1011,Minor collision on street
5433,2024-01-19 00:00,4559,flood,1971,Water leak from roof
5434,2024-01-19 01:00,9052,fire,1043,Basement flooded after storm
5435,2024-01-19 02:00,10947,liability,1983,Fire damage in kitchen
5436,2024-01-19 03:00,14830,collision,1697,Basement flooded after storm
5437,2024-01-19 04:00,2703,collision,1067,Car vandalism report
5438,2024-01-19 05:00,4515,fire,1172,Water leak from roof
5439,2024-01-19 06:00,10431,theft,1267,Injury due to slippery floor
5440,2024-01-19 07:00,8381,theft,1515,Water leak from roof
5441,2024-01-19 08:00,2451,liability,1494,Minor collision on street
5442,2024-01-19 09:00,7159,theft,1549,Car vandalism report
5443,2024-01-19 10:00,12891,fire,1532,Stolen bike reported
5444,2024-01-19 11:00,372,theft,1785,Electrical fire in bedroom
5445,2024-01-19 12:00,6398,collision,1884,Injury due to slippery floor
5446,2024-01-19 13:00,2526,fire,1417,Water leak from roof
5447,2024-01-19 14:00,2273,collision,1148,Fire damage in kitchen
5448,2024-01-19 15:00,13826,fire,1657,Basement flooded after storm
5449,2024-01-19 16:00,2497,theft,1666,Water leak from roof
5450,2024-01-19 17:00,22035,theft,1086,Electrical fire in bedroom
5451,2024-01-19 18:00,6909,fire,1935,Injury due to slippery floor
5452,2024-01-19 19:00,5191,collision,1872,Minor collision on street
5453,2024-01-19 20:00,27817,fire,1061,Fire damage in kitchen
5454,2024-01-19 21:00,1579,flood,1734,Fire damage in kitchen
5455,2024-01-19 22:00,420,flood,1581,Stolen bike reported
5456,2024-01-19 23:00,271,liability,1697,Injury due to slippery floor
5457,2024-01-20 00:00,13460,flood,1794,Basement flooded after storm
5458,2024-01-20 01:00,7816,collision,1876,Fire damage in kitchen
5459,2024-01-20 02:00,7570,theft,1611,Minor collision on street
5460,2024-01-20 03:00,8901,theft,1434,Stolen bike reported
5461,2024-01-20 04:00,8493,collision,1172,Basement flooded after storm
5462,2024-01-20 05:00,469,flood,1837,Fire damage in kitchen
5463,2024-01-20 06:00,3304,theft,1476,Car vandalism report
5464,2024-01-20 07:00,2969,theft,1990,Basement flooded after storm
5465,2024-01-20 08:00,3932,flood,1560,Stolen bike reported
5466,2024-01-20 09:00,5228,collision,1368,Car vandalism report
5467,2024-01-20 10:00,265,fire,1233,Electrical fire in bedroom
5468,2024-01-20 11:00,16822,theft,1242,Basement flooded after storm
5469,2024-01-20 12:00,5408,flood,1804,Fire damage in kitchen
5470,2024-01-20 13:00,2873,fire,1563,Electrical fire in bedroom
5471,2024-01-20 14:00,32044,flood,1018,Car vandalism report
5472,2024-01-20 15:00,2090,theft,1611,Stolen bike reported
5473,2024-01-20 16:00,1676,theft,1708,Electrical fire in bedroom
5474,2024-01-20 17:00,23643,theft,1852,Fire damage in kitchen
5475,2024-01-20 18:00,3213,theft,1075,Water leak from roof
5476,2024-01-20 19:00,5756,theft,1482,Fire damage in kitchen
5477,2024-01-20 20:00,71,flood,1490,Fire damage in kitchen
5478,2024-01-20 21:00,5126,collision,1079,Fire damage in kitchen
5479,2024-01-20 22:00,739,collision,1335,Basement flooded after storm
5480,2024-01-20 23:00,2671,liability,1468,Minor collision on street
5481,2024-01-21 00:00,2121,flood,1323,Basement flooded after storm
5482,2024-01-21 01:00,1044,collision,1609,Water leak from roof
5483,2024-01-21 02:00,2588,fire,1170,Water leak from roof
5484,2024-01-21 03:00,16307,collision,1530,Basement flooded after storm
5485,2024-01-21 04:00,8902,collision,1963,Minor collision on street
5486,2024-01-21 05:00,14263,liability,1207,Minor collision on street
5487,2024-01-21 06:00,458,theft,1322,Basement flooded after storm
5488,2024-01-21 07:00,2791,collision,1278,Fire damage in kitchen
5489,2024-01-21 08:00,2489,collision,1800,Basement flooded after storm
5490,2024-01-21 09:00,847,liability,1797,Minor collision on street
5491,2024-01-21 10:00,12227,theft,1628,Fire damage in kitchen
5492,2024-01-21 11:00,232,fire,1021,Water leak from roof
5493,2024-01-21 12:00,1345,collision,1471,Basement flooded after storm
5494,2024-01-21 13:00,4118,flood,1507,Water leak from roof
5495,2024-01-21 14:00,18616,collision,1562,Minor collision on street
5496,2024-01-21 15:00,103,theft,1455,Electrical fire in bedroom
5497,2024-01-21 16:00,8634,flood,1564,Minor collision on street
5498,2024-01-21 17:00,2050,collision,1248,Electrical fire in bedroom
5499,2024-01-21 18:00,4958,fire,1705,Water leak from roof
5500,2024-01-21 19:00,520,flood,1051,Basement flooded after storm
5501,2024-01-21 20:00,6026,flood,1718,Basement flooded after storm
5502,2024-01-21 21:00,2571,fire,1132,Stolen bike reported
5503,2024-01-21 22:00,4901,theft,1437,Fire damage in kitchen
5504,2024-01-21 23:00,9838,theft,1490,Basement flooded after storm
5505,2024-01-22 00:00,18650,flood,1129,Water leak from roof
5506,2024-01-22 01:00,5856,fire,1489,Minor collision on street
5507,2024-01-22 02:00,429,liability,1785,Injury due to slippery floor
5508,2024-01-22 03:00,3244,theft,1522,Fire damage in kitchen
5509,2024-01-22 04:00,1854,theft,1088,Injury due to slippery floor
5510,2024-01-22 05:00,9036,collision,1205,Injury due to slippery floor
5511,2024-01-22 06:00,9756,collision,1201,Injury due to slippery floor
5512,2024-01-22 07:00,5489,collision,1473,Fire damage in kitchen
5513,2024-01-22 08:00,3674,theft,1826,Injury due to slippery floor
5514,2024-01-22 09:00,1006,fire,1790,Water leak from roof
5515,2024-01-22 10:00,2526,theft,1985,Fire damage in kitchen
5516,2024-01-22 11:00,4170,flood,1352,Fire damage in kitchen
5517,2024-01-22 12:00,5027,liability,1916,Car vandalism report
5518,2024-01-22 13:00,214,liability,1928,Minor collision on street
5519,2024-01-22 14:00,6422,liability,1920,Minor collision on street
5520,2024-01-22 15:00,2116,liability,1253,Injury due to slippery floor
5521,2024-01-22 16:00,5432,flood,1990,Minor collision on street
5522,2024-01-22 17:00,5616,flood,1802,Water leak from roof
5523,2024-01-22 18:00,3890,collision,1042,Car vandalism report
5524,2024-01-22 19:00,6534,fire,1719,Minor collision on street
5525,2024-01-22 20:00,5403,theft,1837,Basement flooded after storm
5526,2024-01-22 21:00,10544,collision,1833,Stolen bike reported
5527,2024-01-22 22:00,2437,flood,1095,Car vandalism report
5528,2024-01-22 23:00,1996,theft,1961,Injury due to slippery floor
5529,2024-01-23 00:00,2035,flood,1104,Fire damage in kitchen
5530,2024-01-23 01:00,3610,theft,1422,Electrical fire in bedroom
5531,2024-01-23 02:00,14150,flood,1056,Electrical fire in bedroom
5532,2024-01-23 03:00,1396,liability,1943,Fire damage in kitchen
5533,2024-01-23 04:00,21095,flood,1306,Fire damage in kitchen
5534,2024-01-23 05:00,933,collision,1702,Electrical fire in bedroom
5535,2024-01-23 06:00,4235,collision,1571,Injury due to slippery floor
5536,2024-01-23 07:00,4930,liability,1251,Fire damage in kitchen
5537,2024-01-23 08:00,675,flood,1326,Basement flooded after storm
5538,2024-01-23 09:00,904,theft,1363,Stolen bike reported
5539,2024-01-23 10:00,5602,flood,1129,Injury due to slippery floor
5540,2024-01-23 11:00,8694,collision,1523,Basement flooded after storm
5541,2024-01-23 12:00,1787,liability,1810,Fire damage in kitchen
5542,2024-01-23 13:00,306,theft,1292,Water leak from roof
5543,2024-01-23 14:00,1439,fire,1573,Fire damage in kitchen
5544,2024-01-23 15:00,2113,flood,1597,Water leak from roof
5545,2024-01-23 16:00,1921,theft,1507,Basement flooded after storm
5546,2024-01-23 17:00,721,collision,1086,Fire damage in kitchen
5547,2024-01-23 18:00,11883,theft,1354,Minor collision on street
5548,2024-01-23 19:00,42,theft,1799,Car vandalism report
5549,2024-01-23 20:00,6762,theft,1698,Basement flooded after storm
5550,2024-01-23 21:00,6545,theft,1888,Water leak from roof
5551,2024-01-23 22:00,1702,theft,1325,Water leak from roof
5552,2024-01-23 23:00,627,fire,1188,Electrical fire in bedroom
5553,2024-01-24 00:00,3090,liability,1410,Water leak from roof
5554,2024-01-24 01:00,558,theft,1728,Electrical fire in bedroom
5555,2024-01-24 02:00,91,collision,1768,Car vandalism report
5556,2024-01-24 03:00,19963,fire,1006,Water leak from roof
5557,2024-01-24 04:00,107,liability,1649,Car vandalism report
5558,2024-01-24 05:00,97,fire,1387,Injury due to slippery floor
5559,2024-01-24 06:00,589,flood,1337,Water leak from roof
5560,2024-01-24 07:00,7288,fire,1967,Stolen bike reported
5561,2024-01-24 08:00,11816,theft,1717,Injury due to slippery floor
5562,2024-01-24 09:00,12087,theft,1173,Water leak from roof
5563,2024-01-24 10:00,380,flood,1459,Minor collision on street
5564,2024-01-24 11:00,5460,flood,1125,Electrical fire in bedroom
5565,2024-01-24 12:00,4823,flood,1503,Basement flooded after storm
5566,2024-01-24 13:00,9906,flood,1447,Minor collision on street
5567,2024-01-24 14:00,8504,liability,1825,Stolen bike reported
5568,2024-01-24 15:00,3030,fire,1509,Water leak from roof
5569,2024-01-24 16:00,3955,theft,1270,Stolen bike reported
5570,2024-01-24 17:00,1885,liability,1171,Water leak from roof
5571,2024-01-24 18:00,5749,collision,1722,Car vandalism report
5572,2024-01-24 19:00,6219,flood,1846,Water leak from roof
5573,2024-01-24 20:00,3931,collision,1178,Basement flooded after storm
5574,2024-01-24 21:00,15501,flood,1693,Basement flooded after storm
5575,2024-01-24 22:00,7099,liability,1415,Water leak from roof
5576,2024-01-24 23:00,8839,collision,1332,Car vandalism report
5577,2024-01-25 00:00,2193,fire,1715,Stolen bike reported
5578,2024-01-25 01:00,7381,flood,1242,Water leak from roof
5579,2024-01-25 02:00,1761,theft,1297,Stolen bike reported
5580,2024-01-25 03:00,23319,flood,1783,Water leak from roof
5581,2024-01-25 04:00,2268,fire,1751,Water leak from roof
5582,2024-01-25 05:00,7818,collision,1037,Injury due to slippery floor
5583,2024-01-25 06:00,62,collision,1746,Basement flooded after storm
5584,2024-01-25 07:00,1256,fire,1966,Basement flooded after storm
5585,2024-01-25 08:00,219,theft,1167,Water leak from roof
5586,2024-01-25 09:00,2133,flood,1273,Electrical fire in bedroom
5587,2024-01-25 10:00,1731,fire,1714,Electrical fire in bedroom
5588,2024-01-25 11:00,344,liability,1951,Stolen bike reported
5589,2024-01-25 12:00,4131,flood,1644,Fire damage in kitchen
5590,2024-01-25 13:00,1120,collision,1496,Water leak from roof
5591,2024-01-25 14:00,13741,fire,1707,Fire damage in kitchen
5592,2024-01-25 15:00,11003,liability,1808,Stolen bike reported
5593,2024-01-25 16:00,10573,collision,1719,Car vandalism report
5594,2024-01-25 17:00,3942,flood,1092,Electrical fire in bedroom
5595,2024-01-25 18:00,13932,liability,1530,Water leak from roof
5596,2024-01-25 19:00,1607,fire,1753,Fire damage in kitchen
5597,2024-01-25 20:00,2117,theft,1775,Fire damage in kitchen
5598,2024-01-25 21:00,2437,fire,1283,Electrical fire in bedroom
5599,2024-01-25 22:00,12542,fire,1838,Basement flooded after storm
5600,2024-01-25 23:00,1854,liability,1355,Stolen bike reported
5601,2024-01-26 00:00,3860,fire,1196,Water leak from roof
5602,2024-01-26 01:00,4963,theft,1238,Basement flooded after storm
5603,2024-01-26 02:00,3774,theft,1945,Basement flooded after storm
5604,2024-01-26 03:00,7429,collision,1919,Car vandalism report
5605,2024-01-26 04:00,2827,flood,1740,Car vandalism report
5606,2024-01-26 05:00,5798,fire,1675,Electrical fire in bedroom
5607,2024-01-26 06:00,8399,fire,1577,Fire damage in kitchen
5608,2024-01-26 07:00,14952,theft,1627,Fire damage in kitchen
5609,2024-01-26 08:00,1784,fire,1819,Water leak from roof
5610,2024-01-26 09:00,646,liability,1443,Minor collision on street
5611,2024-01-26 10:00,36903,liability,1941,Water leak from roof
5612,2024-01-26 11:00,4114,liability,1124,Basement flooded after storm
5613,2024-01-26 12:00,22588,collision,1654,Basement flooded after storm
5614,2024-01-26 13:00,16942,theft,1682,Fire damage in kitchen
5615,2024-01-26 14:00,3326,theft,1632,Injury due to slippery floor
5616,2024-01-26 15:00,2944,theft,1958,Electrical fire in bedroom
5617,2024-01-26 16:00,3519,liability,1331,Car vandalism report
5618,2024-01-26 17:00,3946,fire,1146,Stolen bike reported
5619,2024-01-26 18:00,5925,theft,1227,Minor collision on street
5620,2024-01-26 19:00,1830,collision,1804,Minor collision on street
5621,2024-01-26 20:00,25651,theft,1338,Injury due to slippery floor
5622,2024-01-26 21:00,254,flood,1559,Fire damage in kitchen
5623,2024-01-26 22:00,818,flood,1590,Water leak from roof
5624,2024-01-26 23:00,5851,liability,1139,Car vandalism report
5625,2024-01-27 00:00,12374,collision,1815,Injury due to slippery floor
5626,2024-01-27 01:00,29448,theft,1859,Water leak from roof
5627,2024-01-27 02:00,4116,fire,1214,Stolen bike reported
5628,2024-01-27 03:00,13854,theft,1291,Electrical fire in bedroom
5629,2024-01-27 04:00,7228,fire,1106,Electrical fire in bedroom
5630,2024-01-27 05:00,1322,fire,1731,Minor collision on street
5631,2024-01-27 06:00,15531,theft,1324,Basement flooded after storm
5632,2024-01-27 07:00,570,collision,1024,Basement flooded after storm
5633,2024-01-27 08:00,3272,liability,1631,Injury due to slippery floor
5634,2024-01-27 09:00,9622,flood,1812,Basement flooded after storm
5635,2024-01-27 10:00,6427,theft,1283,Injury due to slippery floor
5636,2024-01-27 11:00,13635,fire,1531,Basement flooded after storm
5637,2024-01-27 12:00,1214,collision,1280,Water leak from roof
5638,2024-01-27 13:00,5231,theft,1267,Car vandalism report
5639,2024-01-27 14:00,2641,flood,1759,Injury due to slippery floor
5640,2024-01-27 15:00,2348,flood,1916,Electrical fire in bedroom
5641,2024-01-27 16:00,3023,theft,1075,Car vandalism report
5642,2024-01-27 17:00,22391,liability,1460,Minor collision on street
5643,2024-01-27 18:00,10370,fire,1891,Injury due to slippery floor
5644,2024-01-27 19:00,3620,theft,1357,Minor collision on street
5645,2024-01-27 20:00,3189,liability,1892,Minor collision on street
5646,2024-01-27 21:00,5079,theft,1474,Electrical fire in bedroom
5647,2024-01-27 22:00,3790,theft,1599,Electrical fire in bedroom
5648,2024-01-27 23:00,2624,liability,1243,Basement flooded after storm
5649,2024-01-28 00:00,11338,collision,1465,Injury due to slippery floor
5650,2024-01-28 01:00,8675,flood,1990,Injury due to slippery floor
5651,2024-01-28 02:00,2532,liability,1400,Car vandalism report
5652,2024-01-28 03:00,3926,liability,1339,Minor collision on street
5653,2024-01-28 04:00,3451,liability,1061,Electrical fire in bedroom
5654,2024-01-28 05:00,6646,fire,1524,Stolen bike reported
5655,2024-01-28 06:00,4507,liability,1204,Fire damage in kitchen
5656,2024-01-28 07:00,24570,fire,1358,Electrical fire in bedroom
5657,2024-01-28 08:00,11027,fire,1576,Car vandalism report
5658,2024-01-28 09:00,3053,fire,1386,Water leak from roof
5659,2024-01-28 10:00,2556,fire,1303,Stolen bike reported
5660,2024-01-28 11:00,6154,fire,1853,Electrical fire in bedroom
5661,2024-01-28 12:00,3913,flood,1427,Electrical fire in bedroom
5662,2024-01-28 13:00,3252,flood,1101,Basement flooded after storm
5663,2024-01-28 14:00,9643,fire,1963,Fire damage in kitchen
5664,2024-01-28 15:00,12242,liability,1473,Electrical fire in bedroom
5665,2024-01-28 16:00,10797,flood,1863,Electrical fire in bedroom
5666,2024-01-28 17:00,5585,theft,1649,Car vandalism report
5667,2024-01-28 18:00,2631,theft,1055,Water leak from roof
5668,2024-01-28 19:00,10850,fire,1779,Basement flooded after storm
5669,2024-01-28 20:00,2789,collision,1595,Minor collision on street
5670,2024-01-28 21:00,1867,collision,1863,Water leak from roof
5671,2024-01-28 22:00,2510,flood,1574,Injury due to slippery floor
5672,2024-01-28 23:00,8669,theft,1976,Stolen bike reported
5673,2024-01-29 00:00,21381,collision,1783,Stolen bike reported
5674,2024-01-29 01:00,599,flood,1624,Stolen bike reported
5675,2024-01-29 02:00,6547,flood,1748,Stolen bike reported
5676,2024-01-29 03:00,8986,flood,1305,Water leak from roof
5677,2024-01-29 04:00,4149,theft,1021,Electrical fire in bedroom
5678,2024-01-29 05:00,6351,fire,1755,Stolen bike reported
5679,2024-01-29 06:00,4531,fire,1561,Injury due to slippery floor
5680,2024-01-29 07:00,3755,liability,1359,Electrical fire in bedroom
5681,2024-01-29 08:00,116,liability,1064,Electrical fire in bedroom
5682,2024-01-29 09:00,5960,collision,1645,Basement flooded after storm
5683,2024-01-29 10:00,3392,flood,1365,Basement flooded after storm
5684,2024-01-29 11:00,9106,liability,1082,Electrical fire in bedroom
5685,2024-01-29 12:00,2930,collision,1670,Water leak from roof
5686,2024-01-29 13:00,1008,flood,1318,Fire damage in kitchen
5687,2024-01-29 14:00,1743,collision,1733,Minor collision on street
5688,2024-01-29 15:00,12066,theft,1049,Electrical fire in bedroom
5689,2024-01-29 16:00,3261,theft,1444,Electrical fire in bedroom
5690,2024-01-29 17:00,6319,theft,1281,Minor collision on street
5691,2024-01-29 18:00,1877,flood,1367,Injury due to slippery floor
5692,2024-01-29 19:00,2761,theft,1403,Stolen bike reported
5693,2024-01-29 20:00,4963,theft,1675,Fire damage in kitchen
5694,2024-01-29 21:00,5054,theft,1834,Injury due to slippery floor
5695,2024-01-29 22:00,723,flood,1776,Stolen bike reported
5696,2024-01-29 23:00,524,fire,1314,Fire damage in kitchen
5697,2024-01-30 00:00,771,theft,1444,Minor collision on street
5698,2024-01-30 01:00,2781,flood,1752,Electrical fire in bedroom
5699,2024-01-30 02:00,5249,collision,1402,Stolen bike reported
5700,2024-01-30 03:00,3040,liability,1116,Minor collision on street
5701,2024-01-30 04:00,9441,fire,1530,Basement flooded after storm
5702,2024-01-30 05:00,9206,theft,1794,Electrical fire in bedroom
5703,2024-01-30 06:00,10233,liability,1484,Injury due to slippery floor
5704,2024-01-30 07:00,3070,liability,1853,Fire damage in kitchen
5705,2024-01-30 08:00,988,collision,1160,Car vandalism report
5706,2024-01-30 09:00,4245,collision,1906,Injury due to slippery floor
5707,2024-01-30 10:00,5648,collision,1108,Fire damage in kitchen
5708,2024-01-30 11:00,749,theft,1731,Fire damage in kitchen
5709,2024-01-30 12:00,5548,collision,1073,Water leak from roof
5710,2024-01-30 13:00,1566,collision,1551,Minor collision on street
5711,2024-01-30 14:00,2411,fire,1207,Basement flooded after storm
5712,2024-01-30 15:00,1085,fire,1921,Basement flooded after storm
5713,2024-01-30 16:00,1831,collision,1390,Stolen bike reported
5714,2024-01-30 17:00,737,theft,1909,Electrical fire in bedroom
5715,2024-01-30 18:00,1509,flood,1260,Minor collision on street
5716,2024-01-30 19:00,5617,theft,1129,Water leak from roof
5717,2024-01-30 20:00,1769,fire,1352,Electrical fire in bedroom
5718,2024-01-30 21:00,2880,collision,1368,Car vandalism report
5719,2024-01-30 22:00,1202,flood,1187,Minor collision on street
5720,2024-01-30 23:00,2451,flood,1808,Electrical fire in bedroom
5721,2024-01-31 00:00,18590,fire,1688,Injury due to slippery floor
5722,2024-01-31 01:00,6021,collision,1214,Stolen bike reported
5723,2024-01-31 02:00,3636,liability,1409,Car vandalism report
5724,2024-01-31 03:00,6812,collision,1861,Injury due to slippery floor
5725,2024-01-31 04:00,2924,liability,1360,Basement flooded after storm
5726,2024-01-31 05:00,8881,collision,1890,Water leak from roof
5727,2024-01-31 06:00,8802,fire,1633,Basement flooded after storm
5728,2024-01-31 07:00,1345,theft,1416,Injury due to slippery floor
5729,2024-01-31 08:00,7428,collision,1004,Minor collision on street
5730,2024-01-31 09:00,7131,theft,1450,Car vandalism report
5731,2024-01-31 10:00,5913,collision,1741,Basement flooded after storm
5732,2024-01-31 11:00,17777,flood,1943,Stolen bike reported
5733,2024-01-31 12:00,3503,fire,1157,Injury due to slippery floor
5734,2024-01-31 13:00,7367,flood,1899,Car vandalism report
5735,2024-01-31 14:00,1941,collision,1421,Water leak from roof
5736,2024-01-31 15:00,1349,theft,1003,Water leak from roof
5737,2024-01-31 16:00,2725,fire,1635,Basement flooded after storm
5738,2024-01-31 17:00,1677,flood,1008,Car vandalism report
5739,2024-01-31 18:00,3091,theft,1784,Injury due to slippery floor
5740,2024-01-31 19:00,5417,theft,1695,Minor collision on street
5741,2024-01-31 20:00,3231,liability,1017,Car vandalism report
5742,2024-01-31 21:00,5402,theft,1147,Water leak from roof
5743,2024-01-31 22:00,3561,fire,1693,Stolen bike reported
5744,2024-01-31 23:00,4407,fire,1881,Electrical fire in bedroom
5745,2024-02-01 00:00,3302,liability,1039,Injury due to slippery floor
5746,2024-02-01 01:00,7046,collision,1360,Water leak from roof
5747,2024-02-01 02:00,2099,fire,1549,Injury due to slippery floor
5748,2024-02-01 03:00,17992,theft,1097,Electrical fire in bedroom
5749,2024-02-01 04:00,8558,collision,1365,Injury due to slippery floor
5750,2024-02-01 05:00,3491,fire,1963,Injury due to slippery floor
5751,2024-02-01 06:00,3908,theft,1019,Basement flooded after storm
5752,2024-02-01 07:00,12448,flood,1111,Electrical fire in bedroom
5753,2024-02-01 08:00,10922,collision,1524,Electrical fire in bedroom
5754,2024-02-01 09:00,6610,theft,1243,Basement flooded after storm
5755,2024-02-01 10:00,694,collision,1638,Water leak from roof
5756,2024-02-01 11:00,32501,flood,1207,Water leak from roof
5757,2024-02-01 12:00,12832,fire,1528,Electrical fire in bedroom
5758,2024-02-01 13:00,2716,fire,1626,Basement flooded after storm
5759,2024-02-01 14:00,2409,flood,1730,Basement flooded after storm
5760,2024-02-01 15:00,9655,theft,1687,Car vandalism report
5761,2024-02-01 16:00,358,flood,1840,Water leak from roof
5762,2024-02-01 17:00,22575,liability,1691,Injury due to slippery floor
5763,2024-02-01 18:00,7736,fire,1174,Basement flooded after storm
5764,2024-02-01 19:00,141,flood,1570,Basement flooded after storm
5765,2024-02-01 20:00,5457,flood,1206,Water leak from roof
5766,2024-02-01 21:00,1097,fire,1548,Water leak from roof
5767,2024-02-01 22:00,19525,flood,1483,Water leak from roof
5768,2024-02-01 23:00,12504,fire,1596,Minor collision on street
5769,2024-02-02 00:00,6643,theft,1649,Electrical fire in bedroom
5770,2024-02-02 01:00,965,liability,1935,Minor collision on street
5771,2024-02-02 02:00,1592,fire,1910,Basement flooded after storm
5772,2024-02-02 03:00,256,liability,1850,Electrical fire in bedroom
5773,2024-02-02 04:00,12029,liability,1240,Injury due to slippery floor
5774,2024-02-02 05:00,3055,fire,1931,Injury due to slippery floor
5775,2024-02-02 06:00,5822,flood,1226,Basement flooded after storm
5776,2024-02-02 07:00,4823,flood,1213,Water leak from roof
5777,2024-02-02 08:00,879,theft,1914,Basement flooded after storm
5778,2024-02-02 09:00,289,collision,1353,Water leak from roof
5779,2024-02-02 10:00,5838,flood,1105,Fire damage in kitchen
5780,2024-02-02 11:00,9287,theft,1706,Fire damage in kitchen
5781,2024-02-02 12:00,1332,theft,1025,Stolen bike reported
5782,2024-02-02 13:00,2307,liability,1608,Injury due to slippery floor
5783,2024-02-02 14:00,9022,flood,1815,Injury due to slippery floor
5784,2024-02-02 15:00,5674,theft,1813,Electrical fire in bedroom
5785,2024-02-02 16:00,3495,flood,1793,Electrical fire in bedroom
5786,2024-02-02 17:00,14005,flood,1814,Electrical fire in bedroom
5787,2024-02-02 18:00,9563,fire,1930,Injury due to slippery floor
5788,2024-02-02 19:00,2660,theft,1263,Electrical fire in bedroom
5789,2024-02-02 20:00,1982,fire,1445,Fire damage in kitchen
5790,2024-02-02 21:00,4554,fire,1320,Electrical fire in bedroom
5791,2024-02-02 22:00,3425,fire,1568,Minor collision on street
5792,2024-02-02 23:00,4729,fire,1431,Car vandalism report
5793,2024-02-03 00:00,1002,theft,1774,Minor collision on street
5794,2024-02-03 01:00,273,flood,1598,Electrical fire in bedroom
5795,2024-02-03 02:00,13187,theft,1025,Basement flooded after storm
5796,2024-02-03 03:00,18900,flood,1425,Water leak from roof
5797,2024-02-03 04:00,2220,fire,1502,Water leak from roof
5798,2024-02-03 05:00,867,theft,1254,Car vandalism report
5799,2024-02-03 06:00,1482,liability,1133,Basement flooded after storm
5800,2024-02-03 07:00,10181,fire,1890,Stolen bike reported
5801,2024-02-03 08:00,8224,theft,1490,Fire damage in kitchen
5802,2024-02-03 09:00,348,liability,1249,Electrical fire in bedroom
5803,2024-02-03 10:00,3927,theft,1050,Water leak from roof
5804,2024-02-03 11:00,352,collision,1654,Basement flooded after storm
5805,2024-02-03 12:00,208,liability,1536,Electrical fire in bedroom
5806,2024-02-03 13:00,10482,collision,1866,Minor collision on street
5807,2024-02-03 14:00,702,fire,1605,Water leak from roof
5808,2024-02-03 15:00,274,collision,1826,Electrical fire in bedroom
5809,2024-02-03 16:00,3093,theft,1815,Fire damage in kitchen
5810,2024-02-03 17:00,10823,liability,1679,Injury due to slippery floor
5811,2024-02-03 18:00,12288,fire,1630,Minor collision on street
5812,2024-02-03 19:00,1073,collision,1261,Injury due to slippery floor
5813,2024-02-03 20:00,4407,theft,1804,Stolen bike reported
5814,2024-02-03 21:00,6438,liability,1040,Minor collision on street
5815,2024-02-03 22:00,1395,liability,1295,Electrical fire in bedroom
5816,2024-02-03 23:00,1041,liability,1661,Injury due to slippery floor
5817,2024-02-04 00:00,9173,theft,1233,Electrical fire in bedroom
5818,2024-02-04 01:00,1470,liability,1329,Minor collision on street
5819,2024-02-04 02:00,1819,theft,1204,Minor collision on street
5820,2024-02-04 03:00,474,fire,1077,Fire damage in kitchen
5821,2024-02-04 04:00,6948,collision,1173,Stolen bike reported
5822,2024-02-04 05:00,3428,collision,1744,Electrical fire in bedroom
5823,2024-02-04 06:00,3764,collision,1471,Car vandalism report
5824,2024-02-04 07:00,2209,liability,1937,Electrical fire in bedroom
5825,2024-02-04 08:00,12130,liability,1619,Electrical fire in bedroom
5826,2024-02-04 09:00,793,fire,1611,Fire damage in kitchen
5827,2024-02-04 10:00,9616,collision,1713,Water leak from roof
5828,2024-02-04 11:00,11870,collision,1221,Basement flooded after storm
5829,2024-02-04 12:00,16150,theft,1494,Minor collision on street
5830,2024-02-04 13:00,4449,theft,1357,Injury due to slippery floor
5831,2024-02-04 14:00,1329,collision,1409,Electrical fire in bedroom
5832,2024-02-04 15:00,12861,theft,1025,Electrical fire in bedroom
5833,2024-02-04 16:00,5726,flood,1584,Car vandalism report
5834,2024-02-04 17:00,957,collision,1237,Electrical fire in bedroom
5835,2024-02-04 18:00,2901,collision,1413,Minor collision on street
5836,2024-02-04 19:00,3447,fire,1032,Water leak from roof
5837,2024-02-04 20:00,3036,flood,1926,Basement flooded after storm
5838,2024-02-04 21:00,12471,collision,1077,Electrical fire in bedroom
5839,2024-02-04 22:00,2366,flood,1918,Car vandalism report
5840,2024-02-04 23:00,418,theft,1417,Fire damage in kitchen
5841,2024-02-05 00:00,20665,collision,1130,Basement flooded after storm
5842,2024-02-05 01:00,135,flood,1357,Electrical fire in bedroom
5843,2024-02-05 02:00,337,fire,1122,Fire damage in kitchen
5844,2024-02-05 03:00,2207,collision,1083,Stolen bike reported
5845,2024-02-05 04:00,5688,fire,1581,Electrical fire in bedroom
5846,2024-02-05 05:00,59024,fire,1057,Stolen bike reported
5847,2024-02-05 06:00,13159,flood,1308,Minor collision on street
5848,2024-02-05 07:00,1367,theft,1587,Electrical fire in bedroom
5849,2024-02-05 08:00,17994,fire,1325,Water leak from roof
5850,2024-02-05 09:00,2957,theft,1260,Car vandalism report
5851,2024-02-05 10:00,4531,collision,1131,Minor collision on street
5852,2024-02-05 11:00,5141,flood,1547,Stolen bike reported
5853,2024-02-05 12:00,5579,liability,1131,Stolen bike reported
5854,2024-02-05 13:00,19032,fire,1315,Stolen bike reported
5855,2024-02-05 14:00,12192,collision,1766,Car vandalism report
5856,2024-02-05 15:00,6766,liability,1323,Minor collision on street
5857,2024-02-05 16:00,9948,liability,1250,Injury due to slippery floor
